Input1_Quantity,Input1_Name,Input1_ID,Input2_Quantity,Input2_Name,Input2_ID,Output_Quantity,Output_Name,Output_ID
5,Glacite Walker,R6,2,Terra,E1,1,Drowned,R18
5,Glacite Walker,R6,2,Cryo,E2,1,Drowned,R18
5,Glacite Walker,R6,2,Aero,E3,1,Thorn,E12
5,Glacite Walker,R6,5,Pandarai,E4,1,Drowned,R18
5,Glacite Walker,R6,2,Leviathan,E5,1,Drowned,R18
5,Glacite Walker,R6,2,Alligator,E6,1,Thorn,E12
5,Glacite Walker,R6,2,Fenlord,E7,1,Drowned,R18
5,Glacite Walker,R6,2,Basilisk,E9,1,Thorn,E12
5,Glacite Walker,R6,2,Iguana,E10,1,Drowned,R18
5,Glacite Walker,R6,2,Moray Eel,E11,1,Drowned,R18
5,Glacite Walker,R6,5,Thorn,E12,1,Bal,E15
5,Glacite Walker,R6,5,Lunar Moth,E13,1,Drowned,R18
5,Glacite Walker,R6,2,Fire Eel,E14,1,Drowned,R18
5,Glacite Walker,R6,5,Bal,E15,1,Flare,E18
5,Glacite Walker,R6,5,Hideonsack,E16,1,Drowned,R18
5,Glacite Walker,R6,5,Water Hydra,E17,1,Drowned,R18
5,Glacite Walker,R6,5,Flare,E18,1,Prince,E21
5,Glacite Walker,R6,5,Sea Emperor,E20,1,Drowned,R18
5,Glacite Walker,R6,5,Prince,E21,1,Mimic,E24
5,Glacite Walker,R6,2,Komodo Dragon,E22,1,Drowned,R18
5,Glacite Walker,R6,5,Mimic,E24,1,Barbarian Duke X,E27
5,Glacite Walker,R6,2,Shellwise,E26,1,Drowned,R18
5,Glacite Walker,R6,5,Barbarian Duke X,E27,1,Hellwisp,E29
5,Glacite Walker,R6,5,Toucan,E28,1,Drowned,R18
5,Glacite Walker,R6,5,Hellwisp,E29,1,Ghost,E33
5,Glacite Walker,R6,2,Caiman,E30,1,Ghost,E33
5,Glacite Walker,R6,5,Firefly,E31,1,Drowned,R18
5,Glacite Walker,R6,2,Sea Serpent,E32,1,Drowned,R18
5,Glacite Walker,R6,5,Ghost,E33,2,Bolt,R3
5,Glacite Walker,R6,5,XYZ,E34,1,Drowned,R18
5,Glacite Walker,R6,2,Leatherback,E35,1,Drowned,R18
5,Glacite Walker,R6,5,Cavernshade,E36,2,Bolt,R3
5,Glacite Walker,R6,5,Dragonfly,E37,1,Drowned,R18
5,Glacite Walker,R6,2,Tenebris,L1,1,Drowned,R18
5,Glacite Walker,R6,2,Blizzard,L2,1,Drowned,R18
5,Glacite Walker,R6,2,Tempest,L3,1,Endstone Protector,L9
5,Glacite Walker,R6,2,Chameleon,L4,1,Beaconmite,R7
5,Glacite Walker,R6,2,Tiamat,L6,1,Endstone Protector,L9
5,Glacite Walker,R6,2,Wyvern,L7,1,Drowned,R18
5,Glacite Walker,R6,2,Tortoise,L8,1,Drowned,R18
5,Glacite Walker,R6,5,Endstone Protector,L9,1,Kraken,L15
5,Glacite Walker,R6,2,Naga,L11,1,Drowned,R18
5,Glacite Walker,R6,5,Lapis Creeper,L12,1,Kraken,L15
5,Glacite Walker,R6,5,Wartybug,L13,1,Drowned,R18
5,Glacite Walker,R6,5,Spike,L14,1,Drowned,R18
5,Glacite Walker,R6,5,Kraken,L15,1,Burningsoul,L27
5,Glacite Walker,R6,5,Taurus,L17,1,Drowned,R18
5,Glacite Walker,R6,5,Daemon,L18,1,Burningsoul,L27
5,Glacite Walker,R6,5,Moltenfish,L20,1,Drowned,R18
5,Glacite Walker,R6,5,Shinyfish,L23,1,Drowned,R18
5,Glacite Walker,R6,5,Ananke,L24,1,Burningsoul,L27
5,Glacite Walker,R6,5,Hideonbox,L25,1,Drowned,R18
5,Glacite Walker,R6,5,Lord Jawbus,L26,1,Drowned,R18
5,Glacite Walker,R6,5,Burningsoul,L27,1,Power Dragon,L30
5,Glacite Walker,R6,5,Cinderbat,L28,1,Drowned,R18
5,Glacite Walker,R6,2,Megalith,L29,1,Drowned,R18
5,Glacite Walker,R6,5,Power Dragon,L30,1,Apex Dragon,L33
5,Glacite Walker,R6,5,Condor,L31,1,Drowned,R18
5,Glacite Walker,R6,5,Sun Fish,L32,1,Drowned,R18
5,Glacite Walker,R6,5,Apex Dragon,L33,2,Bolt,R3
5,Glacite Walker,R6,5,Dodo,L34,1,Drowned,R18
5,Glacite Walker,R6,5,Jormung,L36,2,Bolt,R3
5,Glacite Walker,R6,5,Etherdrake,L39,2,Bolt,R3
5,Glacite Walker,R6,5,Galaxy Fish,L41,1,Drowned,R18
5,Glacite Walker,R6,5,Molthorn,L42,2,Bolt,R3
5,Glacite Walker,R6,2,Starborn,L44,2,Bolt,R3
5,Beaconmite,R7,2,Grove,C1,1,Invisibug,R10
5,Beaconmite,R7,2,Mist,C2,1,Invisibug,R10
5,Beaconmite,R7,2,Flash,C3,1,Invisibug,R10
5,Beaconmite,R7,5,Phanpyre,C4,1,Invisibug,R10
5,Beaconmite,R7,5,Cod,C5,1,Invisibug,R10
5,Beaconmite,R7,5,Phanflare,C7,1,Invisibug,R10
5,Beaconmite,R7,5,Night Squid,C8,1,Invisibug,R10
5,Beaconmite,R7,5,Lapis Zombie,C9,1,Invisibug,R10
5,Beaconmite,R7,5,Hideonleaf,C10,1,Invisibug,R10
5,Beaconmite,R7,5,Verdant,C11,1,Invisibug,R10
5,Beaconmite,R7,5,Chill,C12,1,Invisibug,R10
5,Beaconmite,R7,5,Sea Archer,C14,1,Invisibug,R10
5,Beaconmite,R7,5,Voracious Spider,C15,1,Invisibug,R10
5,Beaconmite,R7,5,Hideongift,C16,1,Invisibug,R10
5,Beaconmite,R7,5,Birries,C17,1,Invisibug,R10
5,Beaconmite,R7,5,Tank Zombie,C18,1,Invisibug,R10
5,Beaconmite,R7,5,Crow,C19,1,Invisibug,R10
5,Beaconmite,R7,2,Tadgang,C20,1,Invisibug,R10
5,Beaconmite,R7,5,Zealot,C21,1,Invisibug,R10
5,Beaconmite,R7,5,Coralot,C23,1,Invisibug,R10
5,Beaconmite,R7,5,Harpy,C24,1,Invisibug,R10
5,Beaconmite,R7,5,Mudworm,C25,1,Invisibug,R10
5,Beaconmite,R7,5,Golden Ghoul,C27,1,Invisibug,R10
5,Beaconmite,R7,5,Azure,C29,1,Invisibug,R10
5,Beaconmite,R7,5,Bezal,C30,1,Invisibug,R10
5,Beaconmite,R7,5,Yog,C33,1,Invisibug,R10
5,Beaconmite,R7,5,Boreal Owl,C34,1,Invisibug,R10
5,Beaconmite,R7,2,Newt,C35,1,Invisibug,R10
5,Beaconmite,R7,5,Miner Zombie,C36,1,Invisibug,R10
5,Beaconmite,R7,2,Bramble,U1,1,Invisibug,R10
5,Beaconmite,R7,2,Tide,U2,1,Invisibug,R10
5,Beaconmite,R7,2,Quake,U3,1,Invisibug,R10
5,Beaconmite,R7,5,Sparrow,U4,1,Invisibug,R10
5,Beaconmite,R7,5,Goldfin,U5,1,Invisibug,R10
5,Beaconmite,R7,5,Troglobyte,U6,1,Invisibug,R10
5,Beaconmite,R7,5,Hideoncave,U7,1,Invisibug,R10
5,Beaconmite,R7,2,Salamander,U8,1,Invisibug,R10
5,Beaconmite,R7,2,Cuboa,U9,1,Invisibug,R10
5,Beaconmite,R7,5,Pest,U10,1,Invisibug,R10
5,Beaconmite,R7,2,Mossybit,U11,1,Invisibug,R10
5,Beaconmite,R7,5,Rain Slime,U12,1,Invisibug,R10
5,Beaconmite,R7,5,Seer,U15,1,Invisibug,R10
5,Beaconmite,R7,5,Heron,U16,1,Invisibug,R10
5,Beaconmite,R7,5,Obsidian Defender,U18,1,Invisibug,R10
5,Beaconmite,R7,5,Salmon,U20,1,Invisibug,R10
5,Beaconmite,R7,2,Viper,U21,1,Invisibug,R10
5,Beaconmite,R7,5,Praying Mantis,U22,1,Invisibug,R10
5,Beaconmite,R7,5,Zombie Soldier,U24,1,Invisibug,R10
5,Beaconmite,R7,5,Bambuleaf,U25,1,Invisibug,R10
5,Beaconmite,R7,5,Sycophant,U27,1,Invisibug,R10
5,Beaconmite,R7,5,Seagull,U28,1,Invisibug,R10
5,Beaconmite,R7,5,Ent,U29,1,Invisibug,R10
5,Beaconmite,R7,5,Soul of the Alpha,U30,1,Invisibug,R10
5,Beaconmite,R7,5,Mochibear,U31,1,Invisibug,R10
5,Beaconmite,R7,5,Magma Slug,U32,1,Invisibug,R10
5,Beaconmite,R7,5,Flaming Spider,U33,1,Invisibug,R10
5,Beaconmite,R7,5,Kiwi,U34,1,Invisibug,R10
5,Beaconmite,R7,5,Bruiser,U36,1,Invisibug,R10
5,Beaconmite,R7,5,Stridersurfer,U38,1,Invisibug,R10
5,Beaconmite,R7,2,Rana,U39,1,Invisibug,R10
5,Beaconmite,R7,5,Termite,U40,1,Invisibug,R10
5,Beaconmite,R7,2,Sylvan,R1,1,Invisibug,R10
5,Beaconmite,R7,2,Cascade,R2,1,Invisibug,R10
5,Beaconmite,R7,2,Bolt,R3,1,Invisibug,R10
5,Beaconmite,R7,5,Bambloom,R4,1,Invisibug,R10
5,Beaconmite,R7,2,Toad,R5,1,Invisibug,R10
5,Beaconmite,R7,5,Glacite Walker,R6,1,Invisibug,R10
5,Beaconmite,R7,5,Beaconmite,R7,1,Invisibug,R10
5,Beaconmite,R7,2,Lizard King,R8,1,Invisibug,R10
5,Beaconmite,R7,2,Python,R9,1,Invisibug,R10
5,Beaconmite,R7,5,Invisibug,R10,1,Dreadwing,R49
5,Beaconmite,R7,5,Piranha,R11,1,Invisibug,R10
5,Beaconmite,R7,5,Hideongeon,R13,1,Dreadwing,R49
5,Beaconmite,R7,5,Lapis Skeleton,R15,1,Invisibug,R10
5,Beaconmite,R7,5,Cropeetle,R16,1,Dreadwing,R49
5,Beaconmite,R7,5,Drowned,R18,1,Invisibug,R10
5,Beaconmite,R7,5,Star Sentry,R21,1,Invisibug,R10
5,Beaconmite,R7,5,Hideondra,R22,1,Dreadwing,R49
5,Beaconmite,R7,5,Abyssal Lanternfish,R23,1,Invisibug,R10
5,Beaconmite,R7,5,Arachne,R24,1,Invisibug,R10
5,Beaconmite,R7,5,Bitbug,R25,1,Dreadwing,R49
5,Beaconmite,R7,5,Revenant,R27,1,Invisibug,R10
5,Beaconmite,R7,5,Silentdepth,R29,1,Invisibug,R10
5,Beaconmite,R7,5,Skeletor,R30,1,Invisibug,R10
5,Beaconmite,R7,5,Thyst,R31,1,Invisibug,R10
5,Beaconmite,R7,5,Quartzfang,R33,1,Invisibug,R10
5,Beaconmite,R7,5,Hideonring,R34,1,Dreadwing,R49
5,Beaconmite,R7,5,Snowfin,R35,1,Invisibug,R10
5,Beaconmite,R7,5,Kada Knight,R36,1,Invisibug,R10
5,Beaconmite,R7,5,Carrot King,R38,1,Invisibug,R10
5,Beaconmite,R7,5,Wither Specter,R39,1,Invisibug,R10
5,Beaconmite,R7,5,Matcho,R42,1,Invisibug,R10
5,Beaconmite,R7,5,Ladybug,R43,1,Dreadwing,R49
5,Beaconmite,R7,5,Lumisquid,R44,1,Invisibug,R10
5,Beaconmite,R7,2,Crocodile,R45,1,Invisibug,R10
5,Beaconmite,R7,2,Bullfrog,R46,1,Invisibug,R10
5,Beaconmite,R7,5,Dreadwing,R49,1,Fungloom,R52
5,Beaconmite,R7,5,Joydive,R50,1,Invisibug,R10
5,Beaconmite,R7,5,Stalagmight,R51,1,Invisibug,R10
5,Beaconmite,R7,2,Eel,R53,1,Invisibug,R10
5,Beaconmite,R7,2,King Cobra,R54,1,Invisibug,R10
5,Beaconmite,R7,5,Lava Flame,R56,1,Invisibug,R10
5,Beaconmite,R7,5,Draconic,R57,1,Invisibug,R10
5,Beaconmite,R7,5,Falcon,R58,2,Kiwi,U34
5,Beaconmite,R7,5,Inferno Koi,R59,1,Invisibug,R10
5,Beaconmite,R7,5,Wither,R60,1,Invisibug,R10
5,Beaconmite,R7,2,Gecko,R61,2,Iguana,E10
5,Beaconmite,R7,2,Terra,E1,1,XYZ,E34
5,Beaconmite,R7,2,Cryo,E2,1,Invisibug,R10
5,Beaconmite,R7,2,Aero,E3,1,Invisibug,R10
5,Beaconmite,R7,5,Pandarai,E4,1,XYZ,E34
5,Beaconmite,R7,2,Leviathan,E5,1,Invisibug,R10
5,Beaconmite,R7,2,Alligator,E6,1,Invisibug,R10
5,Beaconmite,R7,2,Fenlord,E7,1,Invisibug,R10
5,Beaconmite,R7,2,Basilisk,E9,1,Invisibug,R10
5,Beaconmite,R7,2,Iguana,E10,1,XYZ,E34
5,Beaconmite,R7,2,Moray Eel,E11,1,Invisibug,R10
5,Beaconmite,R7,5,Thorn,E12,1,Invisibug,R10
5,Beaconmite,R7,5,Lunar Moth,E13,1,XYZ,E34
5,Beaconmite,R7,2,Fire Eel,E14,1,Invisibug,R10
5,Beaconmite,R7,5,Bal,E15,1,Invisibug,R10
5,Beaconmite,R7,5,Hideonsack,E16,1,XYZ,E34
5,Beaconmite,R7,5,Water Hydra,E17,1,Invisibug,R10
5,Beaconmite,R7,5,Flare,E18,1,Invisibug,R10
5,Beaconmite,R7,5,Sea Emperor,E20,1,Invisibug,R10
5,Beaconmite,R7,5,Prince,E21,1,Invisibug,R10
5,Beaconmite,R7,2,Komodo Dragon,E22,1,XYZ,E34
5,Beaconmite,R7,5,Mimic,E24,1,Invisibug,R10
5,Beaconmite,R7,2,Shellwise,E26,1,Invisibug,R10
5,Beaconmite,R7,5,Barbarian Duke X,E27,1,Invisibug,R10
5,Beaconmite,R7,5,Toucan,E28,1,XYZ,E34
5,Beaconmite,R7,5,Hellwisp,E29,1,Invisibug,R10
5,Beaconmite,R7,2,Caiman,E30,1,Invisibug,R10
5,Beaconmite,R7,5,Firefly,E31,1,XYZ,E34
5,Beaconmite,R7,2,Sea Serpent,E32,1,Invisibug,R10
5,Beaconmite,R7,5,Ghost,E33,1,Invisibug,R10
5,Beaconmite,R7,5,XYZ,E34,2,Sylvan,R1
5,Beaconmite,R7,2,Leatherback,E35,1,Invisibug,R10
5,Beaconmite,R7,5,Cavernshade,E36,1,Invisibug,R10
5,Beaconmite,R7,5,Dragonfly,E37,2,Sylvan,R1
5,Beaconmite,R7,2,Tenebris,L1,1,Cinderbat,L28
5,Beaconmite,R7,2,Blizzard,L2,1,Invisibug,R10
5,Beaconmite,R7,2,Tempest,L3,1,Invisibug,R10
5,Beaconmite,R7,2,Chameleon,L4,1,Lizard King,R8
5,Beaconmite,R7,2,Tiamat,L6,1,Invisibug,R10
5,Beaconmite,R7,2,Wyvern,L7,1,Cinderbat,L28
5,Beaconmite,R7,2,Tortoise,L8,1,Invisibug,R10
5,Beaconmite,R7,5,Endstone Protector,L9,1,Invisibug,R10
5,Beaconmite,R7,2,Naga,L11,1,Invisibug,R10
5,Beaconmite,R7,5,Lapis Creeper,L12,1,Invisibug,R10
5,Beaconmite,R7,5,Wartybug,L13,1,Cinderbat,L28
5,Beaconmite,R7,5,Spike,L14,1,Invisibug,R10
5,Beaconmite,R7,5,Kraken,L15,1,Invisibug,R10
5,Beaconmite,R7,5,Taurus,L17,1,Invisibug,R10
5,Beaconmite,R7,5,Daemon,L18,1,Invisibug,R10
5,Beaconmite,R7,5,Moltenfish,L20,1,Invisibug,R10
5,Beaconmite,R7,5,Shinyfish,L23,1,Invisibug,R10
5,Beaconmite,R7,5,Ananke,L24,1,Invisibug,R10
5,Beaconmite,R7,5,Hideonbox,L25,1,Cinderbat,L28
5,Beaconmite,R7,5,Lord Jawbus,L26,1,Invisibug,R10
5,Beaconmite,R7,5,Burningsoul,L27,1,Invisibug,R10
5,Beaconmite,R7,5,Cinderbat,L28,2,Sylvan,R1
5,Beaconmite,R7,2,Megalith,L29,1,Invisibug,R10
5,Beaconmite,R7,5,Power Dragon,L30,1,Invisibug,R10
5,Beaconmite,R7,5,Condor,L31,2,Sylvan,R1
5,Beaconmite,R7,5,Sun Fish,L32,1,Invisibug,R10
5,Beaconmite,R7,5,Apex Dragon,L33,1,Invisibug,R10
5,Beaconmite,R7,5,Dodo,L34,2,Sylvan,R1
5,Beaconmite,R7,5,Jormung,L36,1,Invisibug,R10
5,Beaconmite,R7,5,Etherdrake,L39,1,Invisibug,R10
5,Beaconmite,R7,5,Galaxy Fish,L41,1,Invisibug,R10
5,Beaconmite,R7,5,Molthorn,L42,1,Invisibug,R10
5,Beaconmite,R7,2,Starborn,L44,1,Invisibug,R10
2,Lizard King,R8,2,Grove,C1,1,Piranha,R11
2,Lizard King,R8,2,Mist,C2,1,Piranha,R11
2,Lizard King,R8,2,Flash,C3,1,Piranha,R11
2,Lizard King,R8,5,Phanpyre,C4,1,Piranha,R11
2,Lizard King,R8,5,Cod,C5,1,Piranha,R11
2,Lizard King,R8,5,Phanflare,C7,1,Piranha,R11
2,Lizard King,R8,5,Night Squid,C8,1,Piranha,R11
2,Lizard King,R8,5,Lapis Zombie,C9,1,Piranha,R11
2,Lizard King,R8,5,Hideonleaf,C10,1,Piranha,R11
2,Lizard King,R8,5,Verdant,C11,1,Piranha,R11
2,Lizard King,R8,5,Chill,C12,1,Piranha,R11
2,Lizard King,R8,5,Sea Archer,C14,1,Piranha,R11
2,Lizard King,R8,5,Voracious Spider,C15,1,Piranha,R11
2,Lizard King,R8,5,Hideongift,C16,1,Piranha,R11
2,Lizard King,R8,5,Birries,C17,1,Piranha,R11
2,Lizard King,R8,5,Tank Zombie,C18,1,Piranha,R11
2,Lizard King,R8,5,Crow,C19,1,Piranha,R11
2,Lizard King,R8,2,Tadgang,C20,1,Piranha,R11
2,Lizard King,R8,5,Zealot,C21,1,Piranha,R11
2,Lizard King,R8,5,Coralot,C23,1,Piranha,R11
2,Lizard King,R8,5,Harpy,C24,1,Piranha,R11
2,Lizard King,R8,5,Mudworm,C25,1,Piranha,R11
2,Lizard King,R8,5,Golden Ghoul,C27,1,Piranha,R11
2,Lizard King,R8,5,Azure,C29,1,Piranha,R11
2,Lizard King,R8,5,Bezal,C30,1,Piranha,R11
2,Lizard King,R8,5,Yog,C33,1,Piranha,R11
2,Lizard King,R8,5,Boreal Owl,C34,1,Piranha,R11
2,Lizard King,R8,2,Newt,C35,1,Piranha,R11
2,Lizard King,R8,5,Miner Zombie,C36,1,Piranha,R11
2,Lizard King,R8,2,Bramble,U1,1,Piranha,R11
2,Lizard King,R8,2,Tide,U2,1,Piranha,R11
2,Lizard King,R8,2,Quake,U3,1,Piranha,R11
2,Lizard King,R8,5,Sparrow,U4,1,Piranha,R11
2,Lizard King,R8,5,Goldfin,U5,1,Piranha,R11
2,Lizard King,R8,5,Troglobyte,U6,1,Piranha,R11
2,Lizard King,R8,5,Hideoncave,U7,1,Piranha,R11
2,Lizard King,R8,2,Salamander,U8,1,Piranha,R11
2,Lizard King,R8,2,Cuboa,U9,1,Piranha,R11
2,Lizard King,R8,5,Pest,U10,1,Piranha,R11
2,Lizard King,R8,2,Mossybit,U11,1,Piranha,R11
2,Lizard King,R8,5,Rain Slime,U12,1,Piranha,R11
2,Lizard King,R8,5,Seer,U15,1,Piranha,R11
2,Lizard King,R8,5,Heron,U16,1,Piranha,R11
2,Lizard King,R8,5,Obsidian Defender,U18,1,Piranha,R11
2,Lizard King,R8,5,Salmon,U20,1,Piranha,R11
2,Lizard King,R8,2,Viper,U21,1,Piranha,R11
2,Lizard King,R8,5,Praying Mantis,U22,1,Piranha,R11
2,Lizard King,R8,5,Zombie Soldier,U24,1,Piranha,R11
2,Lizard King,R8,5,Bambuleaf,U25,1,Piranha,R11
2,Lizard King,R8,5,Sycophant,U27,1,Piranha,R11
2,Lizard King,R8,5,Seagull,U28,1,Piranha,R11
2,Lizard King,R8,5,Ent,U29,1,Piranha,R11
2,Lizard King,R8,5,Soul of the Alpha,U30,1,Piranha,R11
2,Lizard King,R8,5,Mochibear,U31,1,Piranha,R11
2,Lizard King,R8,5,Magma Slug,U32,1,Piranha,R11
2,Lizard King,R8,5,Flaming Spider,U33,1,Piranha,R11
2,Lizard King,R8,5,Kiwi,U34,1,Piranha,R11
2,Lizard King,R8,5,Bruiser,U36,1,Piranha,R11
2,Lizard King,R8,5,Stridersurfer,U38,1,Piranha,R11
2,Lizard King,R8,2,Rana,U39,1,Piranha,R11
2,Lizard King,R8,5,Termite,U40,1,Piranha,R11
2,Lizard King,R8,2,Sylvan,R1,1,Piranha,R11
2,Lizard King,R8,2,Cascade,R2,1,Piranha,R11
2,Lizard King,R8,2,Bolt,R3,1,Piranha,R11
2,Lizard King,R8,5,Bambloom,R4,1,Piranha,R11
2,Lizard King,R8,2,Toad,R5,1,Piranha,R11
2,Lizard King,R8,5,Glacite Walker,R6,1,Piranha,R11
2,Lizard King,R8,5,Beaconmite,R7,1,Piranha,R11
2,Lizard King,R8,2,Lizard King,R8,1,Piranha,R11
2,Lizard King,R8,2,Python,R9,1,Piranha,R11
2,Lizard King,R8,5,Invisibug,R10,1,Piranha,R11
2,Lizard King,R8,5,Piranha,R11,1,Abyssal Lanternfish,R23
2,Lizard King,R8,5,Hideongeon,R13,1,Piranha,R11
2,Lizard King,R8,5,Lapis Skeleton,R15,1,Piranha,R11
2,Lizard King,R8,5,Cropeetle,R16,1,Piranha,R11
2,Lizard King,R8,5,Drowned,R18,1,Piranha,R11
2,Lizard King,R8,5,Star Sentry,R21,1,Piranha,R11
2,Lizard King,R8,5,Hideondra,R22,1,Piranha,R11
2,Lizard King,R8,5,Abyssal Lanternfish,R23,1,Silentdepth,R29
2,Lizard King,R8,5,Arachne,R24,1,Piranha,R11
2,Lizard King,R8,5,Bitbug,R25,1,Piranha,R11
2,Lizard King,R8,5,Revenant,R27,1,Piranha,R11
2,Lizard King,R8,5,Silentdepth,R29,1,Snowfin,R35
2,Lizard King,R8,5,Skeletor,R30,1,Piranha,R11
2,Lizard King,R8,5,Thyst,R31,1,Piranha,R11
2,Lizard King,R8,5,Quartzfang,R33,1,Piranha,R11
2,Lizard King,R8,5,Hideonring,R34,1,Piranha,R11
2,Lizard King,R8,5,Snowfin,R35,1,Carrot King,R38
2,Lizard King,R8,5,Kada Knight,R36,1,Piranha,R11
2,Lizard King,R8,5,Carrot King,R38,1,Lumisquid,R44
2,Lizard King,R8,5,Wither Specter,R39,1,Piranha,R11
2,Lizard King,R8,5,Matcho,R42,1,Piranha,R11
2,Lizard King,R8,5,Ladybug,R43,1,Piranha,R11
2,Lizard King,R8,5,Lumisquid,R44,1,Joydive,R50
2,Lizard King,R8,2,Crocodile,R45,1,Piranha,R11
2,Lizard King,R8,2,Bullfrog,R46,1,Joydive,R50
2,Lizard King,R8,5,Dreadwing,R49,1,Piranha,R11
2,Lizard King,R8,5,Joydive,R50,1,Eel,R53
2,Lizard King,R8,5,Stalagmight,R51,1,Piranha,R11
2,Lizard King,R8,5,Fungloom,R52,1,Piranha,R11
2,Lizard King,R8,2,Eel,R53,1,Lava Flame,R56
2,Lizard King,R8,2,King Cobra,R54,1,Piranha,R11
2,Lizard King,R8,5,Lava Flame,R56,1,Inferno Koi,R59
2,Lizard King,R8,5,Draconic,R57,1,Piranha,R11
2,Lizard King,R8,5,Falcon,R58,1,Piranha,R11
2,Lizard King,R8,5,Inferno Koi,R59,2,Leviathan,E5
2,Lizard King,R8,5,Wither,R60,1,Piranha,R11
2,Lizard King,R8,2,Gecko,R61,1,Piranha,R11
2,Lizard King,R8,2,Terra,E1,1,Piranha,R11
2,Lizard King,R8,2,Cryo,E2,1,Water Hydra,E17
2,Lizard King,R8,2,Aero,E3,1,Piranha,R11
2,Lizard King,R8,5,Pandarai,E4,1,Piranha,R11
2,Lizard King,R8,2,Leviathan,E5,1,Water Hydra,E17
2,Lizard King,R8,2,Alligator,E6,1,Piranha,R11
2,Lizard King,R8,2,Fenlord,E7,1,Water Hydra,E17
2,Lizard King,R8,2,Basilisk,E9,1,Piranha,R11
2,Lizard King,R8,2,Iguana,E10,1,Piranha,R11
2,Lizard King,R8,2,Moray Eel,E11,1,Water Hydra,E17
2,Lizard King,R8,5,Thorn,E12,1,Piranha,R11
2,Lizard King,R8,5,Lunar Moth,E13,1,Piranha,R11
2,Lizard King,R8,2,Fire Eel,E14,1,Water Hydra,E17
2,Lizard King,R8,5,Bal,E15,1,Piranha,R11
2,Lizard King,R8,5,Hideonsack,E16,1,Piranha,R11
2,Lizard King,R8,5,Water Hydra,E17,1,Sea Emperor,E20
2,Lizard King,R8,5,Flare,E18,1,Piranha,R11
2,Lizard King,R8,5,Sea Emperor,E20,1,Shellwise,E26
2,Lizard King,R8,5,Prince,E21,1,Piranha,R11
2,Lizard King,R8,2,Komodo Dragon,E22,1,Piranha,R11
2,Lizard King,R8,5,Mimic,E24,1,Piranha,R11
2,Lizard King,R8,2,Shellwise,E26,2,Leviathan,E5
2,Lizard King,R8,5,Barbarian Duke X,E27,1,Piranha,R11
2,Lizard King,R8,5,Toucan,E28,1,Piranha,R11
2,Lizard King,R8,5,Hellwisp,E29,1,Piranha,R11
2,Lizard King,R8,2,Caiman,E30,1,Piranha,R11
2,Lizard King,R8,5,Firefly,E31,1,Piranha,R11
2,Lizard King,R8,2,Sea Serpent,E32,2,Leviathan,E5
2,Lizard King,R8,5,Ghost,E33,1,Piranha,R11
2,Lizard King,R8,5,XYZ,E34,1,Piranha,R11
2,Lizard King,R8,2,Leatherback,E35,2,Leviathan,E5
2,Lizard King,R8,5,Cavernshade,E36,1,Piranha,R11
2,Lizard King,R8,5,Dragonfly,E37,1,Piranha,R11
2,Lizard King,R8,2,Tenebris,L1,1,Piranha,R11
2,Lizard King,R8,2,Blizzard,L2,1,Spike,L14
2,Lizard King,R8,2,Tempest,L3,1,Piranha,R11
2,Lizard King,R8,2,Chameleon,L4,1,Python,R9
2,Lizard King,R8,2,Tiamat,L6,1,Piranha,R11
2,Lizard King,R8,2,Wyvern,L7,1,Piranha,R11
2,Lizard King,R8,2,Tortoise,L8,1,Spike,L14
2,Lizard King,R8,5,Endstone Protector,L9,1,Piranha,R11
2,Lizard King,R8,2,Naga,L11,1,Spike,L14
2,Lizard King,R8,5,Lapis Creeper,L12,1,Piranha,R11
2,Lizard King,R8,5,Wartybug,L13,1,Piranha,R11
2,Lizard King,R8,5,Spike,L14,1,Taurus,L17
2,Lizard King,R8,5,Kraken,L15,1,Piranha,R11
2,Lizard King,R8,5,Taurus,L17,1,Shinyfish,L23
2,Lizard King,R8,5,Daemon,L18,1,Piranha,R11
2,Lizard King,R8,5,Moltenfish,L20,1,Shinyfish,L23
2,Lizard King,R8,5,Shinyfish,L23,1,Lord Jawbus,L26
2,Lizard King,R8,5,Ananke,L24,1,Piranha,R11
2,Lizard King,R8,5,Hideonbox,L25,1,Piranha,R11
2,Lizard King,R8,5,Lord Jawbus,L26,2,Leviathan,E5
2,Lizard King,R8,5,Burningsoul,L27,1,Piranha,R11
2,Lizard King,R8,5,Cinderbat,L28,1,Piranha,R11
2,Lizard King,R8,2,Megalith,L29,2,Leviathan,E5
2,Lizard King,R8,5,Power Dragon,L30,1,Piranha,R11
2,Lizard King,R8,5,Condor,L31,1,Piranha,R11
2,Lizard King,R8,5,Sun Fish,L32,2,Leviathan,E5
2,Lizard King,R8,5,Apex Dragon,L33,1,Piranha,R11
2,Lizard King,R8,5,Dodo,L34,1,Piranha,R11
2,Lizard King,R8,5,Jormung,L36,1,Piranha,R11
2,Lizard King,R8,5,Etherdrake,L39,1,Piranha,R11
2,Lizard King,R8,5,Galaxy Fish,L41,2,Leviathan,E5
2,Lizard King,R8,5,Molthorn,L42,1,Piranha,R11
2,Lizard King,R8,2,Starborn,L44,1,Piranha,R11
2,Python,R9,2,Grove,C1,1,Drowned,R18
2,Python,R9,2,Mist,C2,1,Drowned,R18
2,Python,R9,2,Flash,C3,1,Drowned,R18
2,Python,R9,5,Phanpyre,C4,1,Drowned,R18
2,Python,R9,5,Cod,C5,1,Drowned,R18
